,State Code,County Code,year,month,Land Use,Good,Moderate,Unhealthy,Unhealthy for Sensitive Group,Very Unhealthy
3276,6,59,2018,12,RESIDENTIAL,14,12,0,2,0
3277,6,59,2019,1,MOBILE,5,0,0,0,0
3278,6,59,2019,1,RESIDENTIAL,19,7,0,0,0
3279,6,59,2019,2,MOBILE,1,0,0,0,0
3280,6,59,2019,2,RESIDENTIAL,26,1,0,0,0
3281,6,59,2019,3,RESIDENTIAL,24,7,0,0,0
3282,6,59,2019,4,RESIDENTIAL,20,9,0,1,0
3283,6,59,2019,5,RESIDENTIAL,28,3,0,0,0
3284,6,59,2019,6,RESIDENTIAL,22,7,0,1,0
3285,6,59,2019,7,RESIDENTIAL,16,14,0,1,0
3286,6,59,2019,8,RESIDENTIAL,14,16,0,1,0
3287,6,59,2019,9,RESIDENTIAL,19,9,0,2,0
3288,6,59,2019,10,RESIDENTIAL,10,18,1,2,0
3289,6,59,2019,11,MOBILE,1,0,0,0,0
3290,6,59,2019,11,RESIDENTIAL,14,15,0,0,0
3291,6,59,2019,12,MOBILE,1,0,0,0,0
3292,6,59,2019,12,RESIDENTIAL,20,10,0,0,0
3293,6,59,2020,1,RESIDENTIAL,13,17,0,1,0
3294,6,59,2020,2,MOBILE,1,0,0,0,0
3295,6,59,2020,2,RESIDENTIAL,18,10,0,0,0
3296,6,59,2020,3,RESIDENTIAL,29,2,0,0,0
3297,6,59,2020,4,RESIDENTIAL,23,6,0,1,0
3298,6,59,2020,5,RESIDENTIAL,18,10,0,3,0
3299,6,59,2020,6,RESIDENTIAL,23,6,0,1,0
3300,6,59,2020,7,RESIDENTIAL,16,12,0,3,0
3301,6,59,2020,8,RESIDENTIAL,19,11,1,0,0
3302,6,59,2020,9,RESIDENTIAL,4,15,2,9,0
3303,6,59,2020,10,RESIDENTIAL,6,10,0,15,0
3304,6,59,2020,11,RESIDENTIAL,10,20,0,0,0
3305,6,59,2020,12,RESIDENTIAL,13,18,0,0,0
3306,6,61,2018,1,MOBILE,29,2,0,0,0
3307,6,61,2018,2,MOBILE,28,0,0,0,0
3308,6,61,2018,3,MOBILE,31,0,0,0,0
3309,6,61,2018,4,MOBILE,29,1,0,0,0
3310,6,61,2018,5,MOBILE,31,0,0,0,0
3311,6,61,2018,6,MOBILE,26,4,0,0,0
3312,6,61,2018,7,MOBILE,16,11,0,4,0
3313,6,61,2018,8,MOBILE,11,15,0,5,0
3314,6,61,2018,9,MOBILE,19,10,0,1,0
3315,6,61,2018,10,MOBILE,30,1,0,0,0
3316,6,61,2018,11,MOBILE,28,0,1,1,0
3317,6,61,2018,12,MOBILE,29,2,0,0,0
3318,6,61,2019,1,MOBILE,29,2,0,0,0
3319,6,61,2019,2,MOBILE,28,0,0,0,0
3320,6,61,2019,3,MOBILE,31,0,0,0,0
3321,6,61,2019,4,MOBILE,25,5,0,0,0
3322,6,61,2019,5,AGRICULTURAL,2,0,0,0,0
3323,6,61,2019,5,COMMERCIAL,18,2,0,0,0
3324,6,61,2019,5,MOBILE,7,2,0,0,0
3325,6,61,2019,6,AGRICULTURAL,2,6,0,0,0
3326,6,61,2019,6,COMMERCIAL,2,2,0,0,0
3327,6,61,2019,6,MOBILE,4,9,0,1,0
3328,6,61,2019,6,RESIDENTIAL,3,1,0,0,0
3329,6,61,2019,7,AGRICULTURAL,2,1,0,0,0
3330,6,61,2019,7,MOBILE,4,13,0,3,0
3331,6,61,2019,7,RESIDENTIAL,4,4,0,0,0
3332,6,61,2019,8,AGRICULTURAL,2,1,0,0,0
3333,6,61,2019,8,COMMERCIAL,3,0,0,0,0
3334,6,61,2019,8,MOBILE,3,9,0,1,0
3335,6,61,2019,8,RESIDENTIAL,4,8,0,0,0
3336,6,61,2019,9,COMMERCIAL,8,1,0,0,0
3337,6,61,2019,9,MOBILE,6,6,0,1,0
3338,6,61,2019,9,RESIDENTIAL,4,4,0,0,0
3339,6,61,2019,10,AGRICULTURAL,0,1,0,0,0
3340,6,61,2019,10,COMMERCIAL,13,0,0,0,0
3341,6,61,2019,10,MOBILE,8,7,0,0,0
3342,6,61,2019,10,RESIDENTIAL,2,0,0,0,0
3343,6,61,2019,11,AGRICULTURAL,1,1,0,0,0
3344,6,61,2019,11,COMMERCIAL,14,0,0,0,0
3345,6,61,2019,11,MOBILE,8,1,0,0,0
3346,6,61,2019,11,RESIDENTIAL,5,0,0,0,0
3347,6,61,2019,12,AGRICULTURAL,1,0,0,0,0
3348,6,61,2019,12,COMMERCIAL,22,0,0,0,0
3349,6,61,2019,12,MOBILE,1,2,0,0,0
3350,6,61,2019,12,RESIDENTIAL,5,0,0,0,0
3351,6,61,2020,1,COMMERCIAL,28,0,0,0,0
3352,6,61,2020,1,MOBILE,2,1,0,0,0
3353,6,61,2020,2,COMMERCIAL,15,0,0,0,0
3354,6,61,2020,2,MOBILE,6,4,0,0,0
3355,6,61,2020,2,RESIDENTIAL,4,0,0,0,0
3356,6,61,2020,3,COMMERCIAL,24,0,0,0,0
3357,6,61,2020,3,MOBILE,3,2,0,0,0
3358,6,61,2020,3,RESIDENTIAL,2,0,0,0,0
3359,6,61,2020,4,COMMERCIAL,14,2,0,0,0
3360,6,61,2020,4,MOBILE,9,0,0,0,0
3361,6,61,2020,4,RESIDENTIAL,5,0,0,0,0
3362,6,61,2020,5,AGRICULTURAL,1,1,0,0,0
3363,6,61,2020,5,COMMERCIAL,10,2,0,0,0
3364,6,61,2020,5,MOBILE,8,6,0,0,0
3365,6,61,2020,5,RESIDENTIAL,1,2,0,0,0
3366,6,61,2020,6,AGRICULTURAL,2,2,0,0,0
3367,6,61,2020,6,COMMERCIAL,7,0,0,0,0
3368,6,61,2020,6,MOBILE,6,6,0,0,0
3369,6,61,2020,6,RESIDENTIAL,4,3,0,0,0
3370,6,61,2020,7,COMMERCIAL,2,2,0,0,0
3371,6,61,2020,7,MOBILE,0,15,0,0,0
3372,6,61,2020,7,RESIDENTIAL,0,12,0,0,0
3373,6,61,2020,8,AGRICULTURAL,0,2,0,2,0
3374,6,61,2020,8,COMMERCIAL,1,0,0,0,0
3375,6,61,2020,8,MOBILE,1,13,0,5,0
3376,6,61,2020,8,RESIDENTIAL,1,2,0,4,0
3377,6,61,2020,9,COMMERCIAL,2,1,0,0,0
3378,6,61,2020,9,MOBILE,4,9,1,6,0
3379,6,61,2020,9,RESIDENTIAL,3,3,0,1,0
3380,6,61,2020,10,AGRICULTURAL,2,1,0,0,0
3381,6,61,2020,10,COMMERCIAL,7,0,0,0,0
3382,6,61,2020,10,MOBILE,7,10,0,0,0
3383,6,61,2020,10,RESIDENTIAL,3,1,0,0,0
3384,6,61,2020,11,AGRICULTURAL,3,0,0,0,0
3385,6,61,2020,11,COMMERCIAL,14,0,0,0,0
3386,6,61,2020,11,MOBILE,9,1,0,0,0
3387,6,61,2020,11,RESIDENTIAL,3,0,0,0,0
3388,6,61,2020,12,COMMERCIAL,22,0,0,0,0
3389,6,61,2020,12,MOBILE,8,0,0,0,0
3390,6,61,2020,12,RESIDENTIAL,1,0,0,0,0
3391,6,65,2018,1,COMMERCIAL,10,0,0,0,0
3392,6,65,2018,1,RESIDENTIAL,3,16,1,1,0
3393,6,65,2018,2,COMMERCIAL,8,4,0,0,0
3394,6,65,2018,2,DESERT,6,0,0,0,0
3395,6,65,2018,2,RESIDENTIAL,2,8,0,0,0
3396,6,65,2018,3,COMMERCIAL,4,2,0,0,0
3397,6,65,2018,3,DESERT,10,1,0,0,0
3398,6,65,2018,3,RESIDENTIAL,5,9,0,0,0
3399,6,65,2018,4,COMMERCIAL,0,6,0,4,0
3400,6,65,2018,4,DESERT,1,10,0,0,0
3401,6,65,2018,4,RESIDENTIAL,0,6,0,3,0
3402,6,65,2018,5,COMMERCIAL,0,3,2,4,0
3403,6,65,2018,5,DESERT,1,14,0,1,0
3404,6,65,2018,5,RESIDENTIAL,1,4,0,1,0
