,State Code,County Code,year,month,Location Setting,Good,Moderate,Unhealthy,Unhealthy for Sensitive Group,Very Unhealthy
137,1,55,2018,12,URBAN AND CENTER CITY,9,2,0,0,0
138,1,55,2019,1,URBAN AND CENTER CITY,8,0,0,0,0
139,1,55,2019,2,SUBURBAN,1,0,0,0,0
140,1,55,2019,2,URBAN AND CENTER CITY,9,0,0,0,0
141,1,55,2019,3,SUBURBAN,25,5,0,0,0
142,1,55,2019,3,URBAN AND CENTER CITY,1,0,0,0,0
143,1,55,2019,4,SUBURBAN,24,4,0,0,0
144,1,55,2019,4,URBAN AND CENTER CITY,1,1,0,0,0
145,1,55,2019,5,SUBURBAN,26,2,0,0,0
146,1,55,2019,5,URBAN AND CENTER CITY,1,2,0,0,0
147,1,55,2019,6,SUBURBAN,24,2,0,0,0
148,1,55,2019,6,URBAN AND CENTER CITY,3,1,0,0,0
149,1,55,2019,7,SUBURBAN,25,1,0,0,0
150,1,55,2019,7,URBAN AND CENTER CITY,5,0,0,0,0
151,1,55,2019,8,SUBURBAN,23,4,0,0,0
152,1,55,2019,8,URBAN AND CENTER CITY,4,0,0,0,0
153,1,55,2019,9,SUBURBAN,21,7,0,0,0
154,1,55,2019,9,URBAN AND CENTER CITY,2,0,0,0,0
155,1,55,2019,10,SUBURBAN,24,5,0,0,0
156,1,55,2019,10,URBAN AND CENTER CITY,1,1,0,0,0
157,1,55,2019,11,URBAN AND CENTER CITY,8,1,0,0,0
158,1,55,2019,12,URBAN AND CENTER CITY,7,1,0,0,0
159,1,55,2020,1,URBAN AND CENTER CITY,10,0,0,0,0
160,1,55,2020,2,URBAN AND CENTER CITY,8,0,0,0,0
161,1,55,2020,3,SUBURBAN,26,0,0,0,0
162,1,55,2020,3,URBAN AND CENTER CITY,3,2,0,0,0
163,1,55,2020,4,SUBURBAN,27,0,0,0,0
164,1,55,2020,4,URBAN AND CENTER CITY,1,2,0,0,0
165,1,55,2020,5,SUBURBAN,30,1,0,0,0
166,1,55,2020,6,SUBURBAN,24,1,0,0,0
167,1,55,2020,6,URBAN AND CENTER CITY,4,1,0,0,0
168,1,55,2020,7,SUBURBAN,28,0,0,0,0
169,1,55,2020,7,URBAN AND CENTER CITY,3,0,0,0,0
170,1,55,2020,8,SUBURBAN,27,0,0,0,0
171,1,55,2020,8,URBAN AND CENTER CITY,4,0,0,0,0
172,1,55,2020,9,SUBURBAN,20,0,0,0,0
173,1,55,2020,9,URBAN AND CENTER CITY,6,1,0,0,0
174,1,55,2020,10,SUBURBAN,22,0,0,0,0
175,1,55,2020,10,URBAN AND CENTER CITY,4,4,0,0,0
176,1,55,2020,11,URBAN AND CENTER CITY,8,2,0,0,0
177,1,55,2020,12,URBAN AND CENTER CITY,7,3,0,0,0
178,1,69,2018,1,URBAN AND CENTER CITY,9,1,0,0,0
179,1,69,2018,2,URBAN AND CENTER CITY,8,2,0,0,0
180,1,69,2018,3,SUBURBAN,29,1,0,0,0
181,1,69,2018,4,SUBURBAN,25,3,0,0,0
182,1,69,2018,4,URBAN AND CENTER CITY,1,0,0,0,0
183,1,69,2018,5,SUBURBAN,22,8,0,0,0
184,1,69,2018,5,URBAN AND CENTER CITY,0,1,0,0,0
185,1,69,2018,6,SUBURBAN,25,3,0,0,0
186,1,69,2018,6,URBAN AND CENTER CITY,0,2,0,0,0
187,1,69,2018,7,SUBURBAN,28,0,0,0,0
188,1,69,2018,7,URBAN AND CENTER CITY,3,0,0,0,0
189,1,69,2018,8,SUBURBAN,26,0,0,0,0
190,1,69,2018,8,URBAN AND CENTER CITY,4,1,0,0,0
191,1,69,2018,9,SUBURBAN,25,0,0,0,0
192,1,69,2018,9,URBAN AND CENTER CITY,5,0,0,0,0
193,1,69,2018,10,SUBURBAN,26,0,0,0,0
194,1,69,2018,10,URBAN AND CENTER CITY,3,1,0,0,0
195,1,69,2018,11,URBAN AND CENTER CITY,9,1,0,0,0
196,1,69,2018,12,URBAN AND CENTER CITY,9,0,0,0,0
197,1,69,2019,1,URBAN AND CENTER CITY,10,0,0,0,0
198,1,69,2019,2,SUBURBAN,1,0,0,0,0
199,1,69,2019,2,URBAN AND CENTER CITY,9,0,0,0,0
200,1,69,2019,3,SUBURBAN,24,3,0,0,0
201,1,69,2019,3,URBAN AND CENTER CITY,1,3,0,0,0
202,1,69,2019,4,SUBURBAN,26,1,0,0,0
203,1,69,2019,4,URBAN AND CENTER CITY,1,2,0,0,0
204,1,69,2019,5,SUBURBAN,29,1,0,0,0
205,1,69,2019,5,URBAN AND CENTER CITY,1,0,0,0,0
206,1,69,2019,6,SUBURBAN,24,2,0,0,0
207,1,69,2019,6,URBAN AND CENTER CITY,1,3,0,0,0
208,1,69,2019,7,SUBURBAN,24,0,0,0,0
209,1,69,2019,7,URBAN AND CENTER CITY,6,1,0,0,0
210,1,69,2019,8,SUBURBAN,27,0,0,0,0
211,1,69,2019,8,URBAN AND CENTER CITY,4,0,0,0,0
212,1,69,2019,9,SUBURBAN,24,0,0,0,0
213,1,69,2019,9,URBAN AND CENTER CITY,3,3,0,0,0
214,1,69,2019,10,SUBURBAN,29,0,0,0,0
215,1,69,2019,10,URBAN AND CENTER CITY,2,0,0,0,0
216,1,69,2019,11,URBAN AND CENTER CITY,10,0,0,0,0
217,1,69,2019,12,URBAN AND CENTER CITY,7,1,0,0,0
