,State Code,County Code,year,Population,Good,Moderate,Unhealthy,Unhealthy for Sensitive Group,Very Unhealthy
1881,40,143,2020,657589,333,32,0,1,0
1882,40,147,2018,51881,8,0,0,0,0
1883,40,147,2020,52222,306,12,0,0,0
1884,41,5,2018,415586,130,18,0,2,0
1885,41,5,2019,418199,147,7,0,0,0
1886,41,5,2020,421596,139,2,0,2,0
1887,41,9,2018,52408,154,0,0,0,0
1888,41,9,2019,52614,150,3,0,0,0
1889,41,9,2020,52876,148,1,0,0,0
1890,41,13,2018,23789,85,26,0,1,0
1891,41,13,2019,24388,92,22,0,0,0
1892,41,13,2020,25105,91,20,1,0,2
1893,41,29,2018,219616,149,63,5,6,0
1894,41,29,2019,220815,191,26,1,2,0
1895,41,29,2020,221844,180,35,0,2,2
1896,41,33,2018,87418,41,17,1,2,0
1897,41,33,2019,87679,43,16,0,1,0
1898,41,33,2020,88053,48,9,0,0,1
1899,41,35,2018,67810,66,38,8,4,0
1900,41,35,2019,68343,47,15,0,0,0
1901,41,35,2020,68739,44,12,0,2,1
1902,41,39,2018,378807,183,39,0,3,0
1903,41,39,2019,382064,184,39,0,2,0
1904,41,39,2020,382986,286,63,3,3,6
1905,41,47,2018,345512,141,13,0,0,0
1906,41,47,2019,347557,150,4,0,0,0
1907,41,47,2020,349204,140,6,0,0,0
1908,41,51,2018,809448,334,28,0,3,0
1909,41,51,2019,812439,346,18,0,0,0
1910,41,51,2020,815637,336,24,3,1,1
1911,41,59,2018,77332,93,7,0,0,0
1912,41,59,2019,77744,143,11,0,0,0
1913,41,59,2020,77752,143,4,0,0,0
1914,41,65,2018,26346,118,2,0,0,0
1915,41,67,2018,597030,342,21,0,2,0
1916,41,67,2019,600933,347,18,0,0,0
1917,41,67,2020,603514,337,24,2,1,2
1918,42,1,2018,103035,330,35,0,0,0
1919,42,1,2019,102776,343,22,0,0,0
1920,42,1,2020,102742,348,18,0,0,0
1921,42,3,2018,1217508,202,149,0,14,0
1922,42,3,2019,1215716,199,154,0,12,0
1923,42,3,2020,1211358,249,111,0,6,0
1924,42,5,2018,65411,336,25,0,1,0
1925,42,5,2019,64699,352,11,0,0,0
1926,42,5,2020,64162,326,21,0,2,0
1927,42,7,2018,164669,320,43,0,2,0
1928,42,7,2019,163956,325,40,0,0,0
1929,42,7,2020,162575,340,26,0,0,0
1930,42,11,2018,420407,279,82,0,3,0
1931,42,11,2019,420375,304,56,1,4,0
1932,42,11,2020,421017,318,46,0,0,0
1933,42,13,2018,122567,316,20,0,0,0
1934,42,13,2019,121942,340,12,0,0,0
1935,42,13,2020,121007,324,17,0,0,0
1936,42,15,2018,60858,336,16,0,0,0
1937,42,15,2019,60429,357,1,0,0,0
1938,42,15,2020,60221,359,2,0,0,0
1939,42,17,2018,628183,296,32,0,8,0
1940,42,17,2019,628497,322,37,0,1,0
1941,42,17,2020,627987,334,17,0,2,0
1942,42,21,2018,131478,356,8,0,0,0
1943,42,21,2019,130107,362,3,0,0,0
1944,42,21,2020,128672,354,12,0,0,0
1945,42,27,2018,162895,345,20,0,0,0
1946,42,27,2019,162095,353,12,0,0,0
1947,42,27,2020,161496,356,10,0,0,0
1948,42,29,2018,522256,320,29,0,1,0
1949,42,29,2019,525059,304,48,0,1,0
1950,42,29,2020,526759,332,16,0,1,0
1951,42,33,2018,79542,328,21,0,0,0
1952,42,33,2019,79183,360,2,0,0,0
1953,42,33,2020,78612,348,1,0,0,0
1954,42,41,2018,251486,291,55,0,0,0
1955,42,41,2019,253133,297,50,0,4,0
1956,42,41,2020,255857,249,27,0,1,0
1957,42,43,2018,276951,287,78,0,0,0
1958,42,43,2019,278427,296,65,0,4,0
1959,42,43,2020,279874,330,36,0,0,0
1960,42,45,2018,565506,327,33,0,3,0
1961,42,45,2019,566506,298,66,0,1,0
1962,42,45,2020,566753,306,53,0,1,0
1963,42,47,2018,30096,334,20,0,0,0
1964,42,47,2019,29894,353,8,0,0,0
1965,42,47,2020,29607,364,2,0,0,0
1966,42,49,2018,271780,351,14,0,0,0
1967,42,49,2019,269529,354,10,0,0,0
1968,42,49,2020,268426,351,12,0,0,0
1969,42,51,2018,130452,211,12,0,0,0
1970,42,51,2019,129422,342,15,0,0,0
1971,42,51,2020,128126,348,11,0,0,0
1972,42,55,2018,154943,347,11,0,0,0
1973,42,55,2019,155522,334,9,0,0,0
1974,42,55,2020,155637,365,0,0,0,0
1975,42,59,2018,36639,311,22,0,0,0
1976,42,59,2019,36062,314,7,0,0,0
1977,42,59,2020,35621,332,10,0,0,0
1978,42,63,2018,84578,329,31,0,0,0
1979,42,63,2019,84022,332,22,0,0,0
1980,42,63,2020,83664,337,17,0,1,0
1981,42,69,2018,210301,345,20,0,0,0
1982,42,69,2019,209808,355,10,0,0,0
1983,42,69,2020,208989,358,8,0,0,0
1984,42,71,2018,543960,260,104,0,1,0
1985,42,71,2019,545441,262,97,0,6,0
1986,42,71,2020,546192,306,58,0,0,0
1987,42,73,2018,86164,334,27,0,0,0
1988,42,73,2019,85504,358,5,0,0,0
1989,42,73,2020,85083,358,7,0,0,0
1990,42,75,2018,141116,272,91,0,0,0
1991,42,75,2019,141318,290,69,0,0,0
1992,42,75,2020,141663,144,24,0,1,0
1993,42,77,2018,368452,328,34,0,1,0
1994,42,77,2019,369308,340,21,0,0,0
1995,42,77,2020,370802,352,7,0,0,0
1996,42,79,2018,318093,344,21,0,0,0
1997,42,79,2019,317438,353,11,0,0,0
1998,42,79,2020,316982,357,1,0,0,0
1999,42,81,2018,114175,333,17,0,0,0
2000,42,81,2019,113581,352,7,0,0,0
2001,42,81,2020,113209,354,7,0,0,0
2002,42,85,2018,110575,323,41,0,1,0
2003,42,85,2019,109296,344,21,0,0,0
2004,42,85,2020,108545,347,19,0,0,0
2005,42,89,2018,169524,335,22,0,0,0
2006,42,89,2019,170083,346,8,0,0,0
2007,42,89,2020,170154,359,1,0,0,0
2008,42,91,2018,826995,284,31,0,3,0
2009,42,91,2019,830397,306,24,0,1,0
2010,42,91,2020,833869,305,25,0,0,0
2011,42,95,2018,304949,276,84,0,3,0
2012,42,95,2019,305515,303,57,0,1,0
2013,42,95,2020,305892,331,34,0,0,0
2014,42,101,2018,1586422,307,51,0,7,0
2015,42,101,2019,1584439,305,57,0,3,0
2016,42,101,2020,1578487,326,37,0,3,0
2017,42,111,2018,73951,340,22,0,0,0
2018,42,111,2019,73442,352,13,0,0,0
2019,42,111,2020,72916,359,7,0,0,0
2020,42,117,2018,40725,311,20,0,0,0
2021,42,117,2019,40665,334,1,0,0,0
2022,42,117,2020,40381,345,5,0,0,0
2023,42,123,2018,39528,354,0,0,0,0
2024,42,123,2019,39171,352,2,0,0,0
2025,42,123,2020,38911,358,7,0,0,0
2026,42,125,2018,207114,329,36,0,0,0
2027,42,125,2019,206866,330,35,0,0,0
2028,42,125,2020,206803,342,24,0,0,0
2029,42,129,2018,350600,343,16,0,2,0
2030,42,129,2019,348941,343,16,0,0,0
2031,42,129,2020,347087,360,5,0,0,0
2032,42,133,2018,448417,334,31,0,0,0
2033,42,133,2019,449341,345,20,0,0,0
2034,42,133,2020,450448,359,7,0,0,0
2035,44,7,2018,637298,328,32,0,5,0
2036,44,7,2019,637052,330,35,0,0,0
2037,44,7,2020,636547,339,26,0,1,0
2038,44,9,2018,126318,193,18,0,2,0
2039,44,9,2019,125874,193,20,0,1,0
2040,44,9,2020,125746,193,20,0,2,0
2041,45,3,2018,169703,211,19,0,0,0
2042,45,3,2019,171300,236,32,0,0,0
2043,45,3,2020,172895,261,1,0,0,0
2044,45,7,2018,200209,264,0,0,0,0
2045,45,7,2019,202424,182,45,0,0,0
2046,45,7,2020,204353,260,6,0,0,0
2047,45,15,2018,221841,262,5,0,0,0
2048,45,15,2019,228952,197,24,0,0,0
2049,45,15,2020,235987,221,0,0,0,0
2050,45,19,2018,406959,333,23,0,0,0
2051,45,19,2019,412615,318,37,0,1,0
2052,45,19,2020,417981,339,26,0,1,0
2053,45,25,2018,45807,256,26,0,0,0
2054,45,25,2019,45631,251,55,0,0,0
2055,45,25,2020,45606,285,5,0,0,0
2056,45,29,2018,37731,357,4,0,0,0
2057,45,29,2019,37705,8,0,0,0,0
2058,45,31,2018,66793,227,5,0,0,0
2059,45,31,2019,66656,240,45,0,0,0
2060,45,31,2020,66509,257,0,0,0,0
2061,45,37,2018,27151,330,24,0,0,0
2062,45,37,2019,27349,299,40,0,0,0
2063,45,37,2020,27120,335,7,0,0,0
2064,45,41,2018,138294,87,5,0,0,0
2065,45,41,2019,138128,102,16,0,0,0
2066,45,41,2020,137588,113,5,0,0,0
2067,45,45,2018,515572,312,53,0,0,0
2068,45,45,2019,524748,263,102,0,0,0
2069,45,45,2020,532486,320,45,0,1,0
2070,45,51,2018,344680,278,16,0,0,0
2071,45,51,2019,354418,216,48,0,0,0
2072,45,51,2020,365449,218,0,0,0,0
2073,45,63,2018,294766,332,25,0,0,0
2074,45,63,2019,299421,314,40,0,0,0
2075,45,63,2020,303946,324,27,0,1,0
2076,45,73,2018,78215,342,23,0,0,0
2077,45,73,2019,79450,326,39,0,0,0
2078,45,73,2020,80015,22,0,0,0,0
2079,45,77,2018,125176,251,23,0,0,0
2080,45,77,2019,126974,179,74,0,0,0
2081,45,79,2018,415159,332,33,0,0,0
2082,45,79,2019,417027,313,51,0,1,0
2083,45,79,2020,419051,353,13,0,0,0
2084,45,83,2018,314490,274,53,0,0,0
2085,45,83,2019,320254,262,87,0,0,0
2086,45,83,2020,326205,302,46,0,1,0
2087,45,91,2018,274188,327,36,0,2,0
2088,45,91,2019,281499,296,67,0,2,0
2089,45,91,2020,289105,365,1,0,0,0
2090,46,11,2018,35266,317,32,0,0,0
2091,46,11,2019,35463,301,58,0,1,0
2092,46,11,2020,35603,325,28,0,0,0
2093,46,13,2018,39103,114,6,0,1,0
2094,46,13,2019,38883,109,9,0,0,0
2095,46,29,2020,28186,310,6,0,0,0
2096,46,33,2018,8821,338,27,0,0,0
2097,46,33,2019,8929,361,4,0,0,0
2098,46,33,2020,9017,334,30,0,1,0
2099,46,71,2018,3277,314,29,0,0,0
2100,46,71,2019,3335,357,8,0,0,0
2101,46,71,2020,3321,341,17,0,0,0
2102,46,93,2018,28305,339,0,0,0,0
2103,46,93,2019,28469,362,3,0,0,0
2104,46,93,2020,28588,345,15,0,0,0
2105,46,99,2018,191250,319,43,0,2,0
2106,46,99,2019,194153,335,30,0,0,0
2107,46,99,2020,196659,342,24,0,0,0
2108,46,103,2018,112260,357,8,0,0,0
2109,46,103,2019,114407,358,6,0,0,0
2110,46,103,2020,115926,361,0,0,0,0
2111,46,127,2018,15616,335,29,0,1,0
2112,46,127,2019,16003,352,13,0,0,0
2113,46,127,2020,16192,352,14,0,0,0
2114,47,1,2018,76337,332,31,0,0,0
2115,47,1,2019,76991,313,52,0,0,0
2116,47,1,2020,77558,240,6,0,0,0
2117,47,9,2018,131595,334,31,0,0,0
2118,47,9,2019,133396,331,34,0,0,0
2119,47,9,2020,134751,356,10,0,0,0
2120,47,25,2018,31823,340,17,0,0,0
2121,47,25,2019,31919,336,16,0,0,0
2122,47,25,2020,32023,354,0,0,0,0
2123,47,37,2018,691298,274,90,0,1,0
2124,47,37,2019,692999,303,62,0,0,0
2125,47,37,2020,694176,341,25,0,0,0
2126,47,41,2018,20045,337,16,0,0,0
2127,47,41,2019,20409,344,21,0,0,0
2128,47,41,2020,20837,347,2,0,0,0
2129,47,65,2018,364626,234,51,0,0,0
2130,47,65,2019,367776,211,74,0,0,0
2131,47,65,2020,371662,260,25,0,1,0
2132,47,89,2018,53989,207,39,0,0,0
2133,47,89,2019,54563,205,31,0,0,0
2134,47,89,2020,55307,238,6,0,0,0
2135,47,93,2018,466787,237,51,0,1,0
2136,47,93,2019,470137,244,45,0,0,0
2137,47,93,2020,475609,269,18,0,0,0
2138,47,105,2018,53152,205,32,0,1,0
2139,47,105,2019,54039,174,29,0,0,0
2140,47,105,2020,54910,230,10,0,0,0
2141,47,155,2018,98231,321,43,0,1,0
2142,47,155,2019,98402,318,47,0,0,0
2143,47,155,2020,99244,349,17,0,0,0
2144,47,157,2018,937239,295,67,0,3,0
2145,47,157,2019,937070,300,63,0,2,0
2146,47,157,2020,936017,332,33,0,1,0
2147,47,163,2018,157785,260,95,0,10,0
2148,47,163,2019,158469,258,88,0,19,0
2149,47,163,2020,158755,331,32,0,3,0
2150,47,165,2018,187854,233,50,0,1,0
2151,47,165,2019,191497,226,51,0,0,0
2152,47,165,2020,195561,256,25,0,0,0
2153,47,187,2018,232517,217,29,0,0,0
2154,47,187,2019,238556,223,23,0,0,0
2155,47,187,2020,245348,235,9,0,0,0
2156,47,189,2018,140909,168,29,0,1,0
2157,47,189,2019,144507,210,23,0,0,0
2158,47,189,2020,148130,242,4,0,0,0
2159,48,27,2018,355722,325,37,0,3,0
2160,48,27,2019,363693,332,33,0,0,0
2161,48,27,2020,369927,336,30,0,0,0
2162,48,29,2018,1981061,307,54,0,4,0
2163,48,29,2019,2002445,317,44,0,4,0
2164,48,29,2020,2026823,297,65,0,4,0
2165,48,37,2018,93922,47,10,0,1,0
2166,48,39,2018,369470,332,29,0,4,0
2167,48,39,2019,374699,331,28,0,6,0
2168,48,39,2020,380518,332,32,1,1,0
2169,48,43,2018,9236,306,37,0,0,0
2170,48,43,2019,9144,324,31,0,0,0
2171,48,43,2020,9237,344,13,0,0,0
2172,48,61,2018,421446,354,11,0,0,0
2173,48,61,2019,422649,349,15,0,0,0
2174,48,61,2020,424180,319,2,0,0,0
2175,48,85,2018,1006012,308,50,0,6,0
2176,48,85,2019,1035072,312,48,0,5,0
2177,48,85,2020,1072069,325,40,0,1,0
2178,48,109,2019,2146,92,14,0,0,0
2179,48,109,2020,2149,72,56,0,2,0
2180,48,113,2018,2629764,261,88,0,16,0
2181,48,113,2019,2635603,283,78,0,4,0
2182,48,113,2020,2635888,299,65,0,2,0
2183,48,121,2018,858148,301,57,0,7,0
2184,48,121,2019,888765,307,54,0,4,0
2185,48,121,2020,919324,305,59,0,2,0
2186,48,139,2018,179094,319,43,0,3,0
2187,48,139,2019,184765,331,34,0,0,0
2188,48,139,2020,191760,336,30,0,0,0
2189,48,141,2018,835590,224,132,0,9,0
2190,48,141,2019,837501,239,119,0,7,0
2191,48,141,2020,841286,231,125,1,9,0
2192,48,167,2018,337639,328,32,1,4,0
2193,48,167,2019,341541,327,34,0,4,0
2194,48,167,2020,345089,328,34,0,2,0
2195,48,183,2018,123362,320,43,0,1,0
2196,48,183,2019,124098,330,34,0,1,0
2197,48,183,2020,124229,353,12,0,0,0
2198,48,201,2018,4676913,224,123,2,16,0
2199,48,201,2019,4709243,199,145,2,19,0
2200,48,201,2020,4738253,210,144,0,12,0
2201,48,203,2018,66693,334,30,0,1,0
2202,48,203,2019,66484,328,36,0,1,0
2203,48,203,2020,66386,350,15,0,0,0
2204,48,215,2018,860765,332,32,0,0,0
2205,48,215,2019,867221,329,33,0,0,0
2206,48,215,2020,875200,297,27,0,2,0
2207,48,221,2018,60249,323,37,0,3,0
2208,48,221,2019,61762,328,29,0,1,0
2209,48,221,2020,63527,339,26,0,0,0
2210,48,227,2018,35813,316,43,1,4,0
2211,48,227,2019,36732,323,38,0,2,0
2212,48,227,2020,36540,282,58,1,6,0
2213,48,231,2018,96667,333,29,0,3,0
2214,48,231,2019,98559,352,13,0,0,0
2215,48,231,2020,99807,353,13,0,0,0
2216,48,233,2018,21068,228,51,7,76,0
2217,48,233,2019,20899,225,62,2,72,0
2218,48,233,2020,20677,238,69,0,57,0
2219,48,245,2018,252655,304,55,0,6,0
2220,48,245,2019,251315,311,49,1,4,0
2221,48,245,2020,250127,329,34,0,1,0
2222,48,251,2018,171294,314,41,0,5,0
2223,48,251,2019,175997,311,44,0,3,0
2224,48,251,2020,179575,325,26,0,0,0
2225,48,257,2018,128512,331,33,0,1,0
2226,48,257,2019,136459,342,23,0,0,0
2227,48,257,2020,143198,352,14,0,0,0
2228,48,309,2018,254204,284,29,0,0,0
2229,48,309,2019,257080,337,28,0,0,0
2230,48,309,2020,259730,341,25,0,0,0
2231,48,339,2018,590127,316,43,0,6,0
2232,48,339,2019,607583,329,32,0,4,0
2233,48,339,2020,626351,338,24,0,4,0
2234,48,349,2018,49556,281,77,1,6,0
2235,48,349,2019,49978,292,61,3,9,0
2236,48,349,2020,50694,318,42,0,6,0
2237,48,355,2018,362177,344,21,0,0,0
2238,48,355,2019,362347,341,24,0,0,0
2239,48,355,2020,363148,339,26,0,1,0
2240,48,361,2018,83207,315,44,0,6,0
2241,48,361,2019,83086,328,35,0,2,0
2242,48,361,2020,82878,329,28,0,0,0
2243,48,367,2018,138254,327,31,0,4,0
2244,48,367,2019,143149,327,38,0,0,0
2245,48,367,2020,148198,337,25,0,1,0
2246,48,373,2018,49933,351,14,0,0,0
2247,48,373,2019,51254,341,8,0,0,0
2248,48,373,2020,52995,352,8,0,0,0
2249,48,375,2018,118344,298,52,1,14,0
2250,48,375,2019,116818,327,31,0,7,0
2251,48,375,2020,116004,321,35,0,10,0
2252,48,381,2018,135745,273,90,0,1,0
2253,48,381,2019,137770,293,65,0,1,0
2254,48,381,2020,139899,289,69,0,0,0
2255,48,395,2018,17237,338,0,0,0,0
2256,48,395,2019,17104,365,0,0,0,0
2257,48,395,2020,17155,350,0,0,0,0
2258,48,397,2018,100592,297,17,0,4,0
2259,48,397,2019,104862,324,16,0,0,0
2260,48,397,2020,109888,350,13,0,1,0
2261,48,401,2018,54246,324,32,0,9,0
2262,48,401,2019,54386,319,39,0,7,0
2263,48,401,2020,54324,342,20,0,4,0
2264,48,423,2018,229860,328,36,0,1,0
2265,48,423,2019,232916,331,33,0,1,0
2266,48,423,2020,235806,353,13,0,0,0
2267,48,439,2018,2080998,283,68,0,14,0
2268,48,439,2019,2101282,288,67,0,10,0
2269,48,439,2020,2123347,301,56,0,9,0
2270,48,449,2018,32767,357,0,0,0,0
2271,48,449,2019,32744,357,2,0,0,0
2272,48,449,2020,32926,357,0,0,0,0
2273,48,453,2018,1246693,321,41,0,3,0
2274,48,453,2019,1273567,336,28,0,1,0
2275,48,453,2020,1300503,343,23,0,0,0
2276,48,469,2018,91829,280,8,0,1,0
2277,48,469,2019,92021,326,21,0,0,0
2278,48,469,2020,91936,313,18,0,0,0
2279,48,479,2018,274734,307,7,0,0,0
2280,48,479,2019,276387,358,7,0,0,0
2281,48,479,2020,277681,357,9,0,0,0
2282,48,493,2020,52023,366,0,0,0,0
2283,49,3,2018,54807,248,114,0,3,0
2284,49,3,2019,55957,269,37,0,1,0
2285,49,3,2020,57007,313,31,0,2,0
2286,49,5,2018,126574,288,75,0,0,0
2287,49,5,2019,128309,332,33,0,0,0
2288,49,5,2020,130004,344,20,0,2,0
2289,49,7,2018,20248,238,125,0,2,0
2290,49,7,2019,20476,280,84,0,0,0
2291,49,7,2020,20760,316,35,0,0,0
2292,49,11,2018,351154,225,129,0,9,0
2293,49,11,2019,355304,281,80,0,3,0
2294,49,11,2020,359232,277,81,0,6,0
2295,49,13,2018,19902,245,117,0,3,0
2296,49,13,2019,19877,265,91,1,8,0
2297,49,13,2020,19894,318,48,0,0,0
2298,49,17,2018,4970,270,94,0,1,0
2299,49,17,2019,5000,253,23,0,0,0
2300,49,17,2020,5050,346,20,0,0,0
2301,49,21,2018,52959,239,93,0,0,0
2302,49,21,2019,55269,335,23,0,0,0
2303,49,21,2020,56814,352,14,0,0,0
2304,49,35,2018,1148949,164,179,1,21,0
2305,49,35,2019,1158585,208,151,0,6,0
2306,49,35,2020,1165517,229,124,0,13,0
2307,49,37,2018,15336,247,105,0,2,0
2308,49,37,2019,15228,321,43,0,0,0
2309,49,37,2020,15278,329,34,0,0,0
2310,49,45,2018,69946,253,86,0,4,0
2311,49,45,2019,72110,325,34,0,0,0
2312,49,45,2020,74512,330,35,0,1,0
2313,49,47,2018,35407,209,153,0,3,0
2314,49,47,2019,35806,252,100,5,8,0
2315,49,47,2020,35970,302,62,0,2,0
2316,49,49,2018,622076,231,113,0,21,0
2317,49,49,2019,635675,270,95,0,0,0
2318,49,49,2020,651059,251,110,0,5,0
2319,49,53,2018,172051,255,110,0,0,0
2320,49,53,2019,177938,312,53,0,0,0
2321,49,53,2020,184913,312,53,0,1,0
2322,49,57,2018,255454,219,136,0,10,0
2323,49,57,2019,259680,254,55,0,0,0
2324,49,57,2020,262658,276,82,0,4,0
2325,50,3,2018,35635,350,10,0,0,0
2326,50,3,2019,35532,356,5,0,0,0
2327,50,3,2020,35338,365,1,0,0,0
2328,50,7,2018,163755,353,12,0,0,0
2329,50,7,2019,163918,364,1,0,0,0
2330,50,7,2020,164306,358,8,0,0,0
2331,50,21,2018,58590,348,17,0,0,0
2332,50,21,2019,58125,361,4,0,0,0
2333,50,21,2020,57764,362,3,0,0,0
2334,51,3,2018,108832,258,28,0,0,0
2335,51,3,2019,109843,270,13,0,0,0
2336,51,3,2020,110652,280,2,0,0,0
2337,51,13,2018,236662,315,49,0,1,0
2338,51,13,2019,238392,311,51,0,1,0
2339,51,13,2020,240119,346,20,0,0,0
2340,51,33,2018,30766,225,18,0,0,0
2341,51,33,2019,30745,233,10,0,0,0
2342,51,33,2020,30860,234,3,0,0,0
2343,51,36,2018,6983,333,26,0,0,0
2344,51,36,2019,6969,346,13,0,0,0
2345,51,36,2020,6821,363,2,0,0,0
2346,51,41,2018,348704,255,20,0,0,0
2347,51,41,2019,353376,259,21,0,0,0
2348,51,41,2020,358245,280,2,0,0,0
2349,51,59,2018,1149688,315,50,0,0,0
2350,51,59,2019,1152359,303,62,0,0,0
2351,51,59,2020,1150847,355,11,0,0,0
2352,51,61,2018,70722,235,10,0,0,0
2353,51,61,2019,71297,235,2,0,0,0
2354,51,61,2020,71361,242,1,0,0,0
2355,51,69,2018,88378,262,23,0,0,0
2356,51,69,2019,89483,271,14,0,0,0
2357,51,69,2020,91119,272,9,0,0,0
2358,51,71,2018,16829,328,31,0,0,0
2359,51,71,2019,16693,335,18,0,0,0
2360,51,71,2020,16663,344,3,0,0,0
2361,51,85,2018,106821,217,24,0,0,0
2362,51,85,2019,107535,220,26,0,0,0
2363,51,85,2020,108262,244,2,0,0,0
2364,51,87,2018,329917,331,32,0,1,0
2365,51,87,2019,332513,334,29,0,0,0
2366,51,87,2020,333766,360,6,0,0,0
2367,51,107,2018,405964,325,40,0,0,0
2368,51,107,2019,414872,306,34,0,1,0
2369,51,107,2020,422784,354,12,0,0,0
2370,51,113,2018,13198,335,26,0,0,0
2371,51,113,2019,13213,347,17,0,0,0
2372,51,113,2020,13312,358,2,0,0,0
2373,51,147,2018,22879,339,13,0,0,0
2374,51,147,2019,22827,357,7,0,0,0
2375,51,147,2020,23006,364,0,0,0,0
2376,51,153,2018,466658,321,27,0,0,0
2377,51,153,2019,471774,350,15,0,0,0
2378,51,153,2020,475533,360,5,0,0,0
2379,51,161,2018,94161,334,30,0,0,0
2380,51,161,2019,94423,349,16,0,0,0
2381,51,161,2020,94509,360,6,0,0,0
2382,51,163,2018,22904,213,9,0,0,0
2383,51,163,2019,22774,238,8,0,0,0
2384,51,163,2020,22757,245,0,0,0,0
2385,51,165,2018,81353,344,20,0,0,0
2386,51,165,2019,82140,351,13,0,0,0
2387,51,165,2020,82346,358,7,0,0,0
2388,51,179,2018,149891,227,18,0,1,0
2389,51,179,2019,153775,231,11,0,0,0
2390,51,179,2020,156748,357,4,0,0,0
2391,51,197,2018,28659,218,24,0,0,0
2392,51,197,2019,28618,238,7,0,0,0
2393,51,197,2020,28620,236,2,0,0,0
2394,51,520,2018,16835,108,8,0,0,0
2395,51,520,2019,17036,113,4,0,0,0
2396,51,520,2020,17329,112,3,0,0,0
2397,51,650,2018,134800,342,20,0,0,0
2398,51,650,2019,135048,339,23,0,0,0
2399,51,650,2020,135464,364,2,0,0,0
2400,51,680,2018,81096,106,4,0,0,0
2401,51,680,2019,81753,107,1,0,0,0
2402,51,680,2020,81561,109,1,0,0,0
2403,51,710,2018,244168,357,5,0,0,0
2404,51,710,2019,243581,358,5,0,0,0
2405,51,710,2020,242803,363,2,0,0,0
2406,51,760,2018,229621,347,15,0,0,0
2407,51,760,2019,231027,351,9,0,0,0
2408,51,760,2020,232226,358,5,0,0,0
2409,51,775,2018,25271,103,9,0,0,0
2410,51,775,2019,25209,113,4,0,0,0
2411,51,775,2020,25340,106,4,0,0,0
2412,51,800,2018,91135,231,15,0,0,0
2413,51,800,2019,92277,231,15,0,0,0
2414,51,800,2020,93913,244,2,0,0,0
2415,51,810,2018,450488,98,9,0,0,0
2416,51,810,2019,450766,106,8,0,0,0
2417,51,810,2020,451231,103,4,0,0,0
2418,53,5,2018,201174,125,26,0,3,0
2419,53,5,2019,204173,155,10,0,0,0
2420,53,5,2020,206426,136,9,0,0,0
2421,53,7,2018,76612,352,0,0,0,0
2422,53,7,2019,77053,365,0,0,0,0
2423,53,7,2020,77574,349,0,0,0,0
2424,53,9,2018,76792,360,4,0,0,0
2425,53,9,2019,77457,363,0,0,0,0
2426,53,9,2020,78067,356,0,0,0,0
2427,53,11,2018,482467,141,10,0,0,0
2428,53,11,2019,489271,150,4,0,0,0
2429,53,11,2020,496865,83,3,0,0,0
2430,53,13,2020,4048,57,0,0,0,0
2431,53,25,2018,96497,269,0,0,0,0
2432,53,33,2018,2228488,323,34,1,7,0
2433,53,33,2019,2249653,352,13,0,0,0
2434,53,33,2020,2274315,349,16,0,1,0
2435,53,53,2018,894951,294,65,2,4,0
2436,53,53,2019,905719,297,67,0,1,0
2437,53,53,2020,913890,320,45,1,0,0
2438,53,57,2018,127728,365,0,0,0,0
2439,53,57,2019,129181,353,0,0,0,0
2440,53,57,2020,130789,142,0,0,0,0
2441,53,63,2018,513502,130,20,0,2,0
2442,53,63,2019,522231,147,6,0,0,0
2443,53,63,2020,528225,145,3,0,0,0
2444,53,67,2018,285672,142,9,0,0,0
2445,53,67,2019,289661,271,2,0,0,0
2446,53,67,2020,294074,136,6,0,0,0
2447,53,73,2018,225098,268,88,0,9,0
2448,53,73,2019,228675,287,72,0,6,0
2449,53,73,2020,231016,327,38,0,1,0
2450,53,77,2018,250633,78,23,0,1,0
2451,53,77,2019,251552,85,26,0,1,0
2452,53,77,2020,251879,57,14,1,2,1
2453,54,3,2018,117472,252,29,0,0,0
2454,54,3,2019,119623,257,20,0,2,0
2455,54,3,2020,122125,266,14,0,0,0
2456,54,9,2018,22130,362,2,0,1,0
2457,54,9,2019,21924,362,3,0,0,0
2458,54,9,2020,21674,362,4,0,0,0
2459,54,11,2018,92935,245,36,0,0,0
2460,54,11,2019,91897,227,9,0,0,0
2461,54,11,2020,91589,238,7,0,0,0
2462,54,21,2018,7937,354,10,0,0,0
2463,54,21,2019,7888,346,2,0,0,0
2464,54,21,2020,7811,364,0,0,0,0
2465,54,25,2018,34767,232,6,0,0,0
2466,54,25,2019,34634,233,13,0,0,0
2467,54,25,2020,34319,233,1,0,0,0
2468,54,29,2018,29096,339,26,0,0,0
2469,54,29,2019,28834,344,19,0,0,0
2470,54,29,2020,28571,345,20,0,1,0
2471,54,33,2018,67547,104,12,0,0,0
2472,54,33,2019,67339,101,10,0,0,0
2473,54,33,2020,66870,110,6,0,0,0
2474,54,39,2018,180497,346,19,0,0,0
2475,54,39,2019,178393,331,34,0,0,0
2476,54,39,2020,176253,357,9,0,0,0
2477,54,49,2018,56132,105,11,0,0,0
2478,54,49,2019,56077,87,12,0,0,0
2479,54,49,2020,55962,69,4,0,0,0
2480,54,53,2018,26795,349,8,0,1,0
2481,54,53,2019,26572,357,6,0,1,0
2482,54,53,2020,26335,352,11,0,2,0
2483,54,57,2018,26979,321,23,4,11,0
2484,54,57,2019,26904,329,11,1,9,0
