,State Code,County Code,year,Population,Good,Moderate,Unhealthy,Unhealthy for Sensitive Group,Very Unhealthy
1276,29,37,2019,105731,234,12,0,0,0
1277,29,37,2020,106806,239,7,0,0,0
1278,29,39,2018,14126,218,28,0,0,0
1279,29,39,2019,14301,236,10,0,0,0
1280,29,39,2020,14322,241,5,0,0,0
1281,29,47,2018,246798,186,53,0,7,0
1282,29,47,2019,250522,207,39,0,0,0
1283,29,47,2020,253463,214,32,0,0,0
1284,29,49,2018,20435,200,44,0,2,0
1285,29,49,2019,20434,218,28,0,0,0
1286,29,49,2020,20553,228,18,0,0,0
1287,29,71,2018,103716,361,4,0,0,0
1288,29,71,2019,103860,362,3,0,0,0
1289,29,71,2020,104469,362,4,0,0,0
1290,29,77,2018,291430,213,33,0,0,0
1291,29,77,2019,293499,229,17,0,0,0
1292,29,77,2020,294997,241,5,0,0,0
1293,29,95,2018,701809,363,2,0,0,0
1294,29,95,2019,704350,363,2,0,0,0
1295,29,95,2020,705925,366,0,0,0,0
1296,29,97,2018,120349,209,37,0,0,0
1297,29,97,2019,121228,225,21,0,0,0
1298,29,97,2020,121648,241,5,0,0,0
1299,29,99,2018,224656,319,44,0,2,0
1300,29,99,2019,225402,330,35,0,0,0
1301,29,99,2020,226543,344,22,0,0,0
1302,29,113,2018,57604,212,32,0,2,0
1303,29,113,2019,59040,225,21,0,0,0
1304,29,113,2020,60119,229,17,0,0,0
1305,29,157,2018,19284,210,35,0,1,0
1306,29,157,2019,19164,228,18,0,0,0
1307,29,157,2020,19194,234,12,0,0,0
1308,29,183,2018,398656,311,49,0,4,0
1309,29,183,2019,401625,326,36,0,3,0
1310,29,183,2020,406204,338,27,0,1,0
1311,29,186,2018,17890,213,33,0,0,0
1312,29,186,2019,17957,234,12,0,0,0
1313,29,186,2020,17924,235,11,0,0,0
1314,29,189,2018,995900,298,64,0,3,0
1315,29,189,2019,995467,326,37,0,2,0
1316,29,189,2020,994020,322,40,0,4,0
1317,29,510,2018,303661,292,66,1,6,0
1318,29,510,2019,300887,315,49,0,1,0
1319,29,510,2020,297645,324,40,0,2,0
1320,30,27,2018,11088,350,14,0,1,0
1321,30,27,2019,11032,341,10,0,0,0
1322,30,27,2020,11104,355,8,0,0,0
1323,30,29,2018,102100,363,2,0,0,0
1324,30,29,2019,103880,364,1,0,0,0
1325,30,29,2020,105851,365,0,0,0,0
1326,30,31,2018,111878,359,0,0,0,0
1327,30,31,2019,114472,355,0,0,0,0
1328,30,31,2020,116806,365,1,0,0,0
1329,30,49,2018,68775,335,26,0,3,0
1330,30,49,2019,69578,342,23,0,0,0
1331,30,49,2020,70229,352,12,0,2,0
1332,30,63,2018,118959,212,1,0,0,0
1333,30,63,2019,120066,48,0,0,0,0
1334,30,63,2020,121630,359,2,0,0,0
1335,30,71,2018,4047,350,11,0,0,0
1336,30,71,2019,3955,361,4,0,0,0
1337,30,71,2020,3919,366,0,0,0,0
1338,30,75,2018,1729,297,39,0,0,0
1339,30,75,2019,1688,355,7,0,0,0
1340,30,75,2020,1681,307,9,0,0,0
1341,30,83,2018,10955,326,39,0,0,0
1342,30,83,2019,10943,342,12,0,0,0
1343,30,83,2020,11043,362,3,0,0,0
1344,30,87,2018,9047,350,10,0,0,0
1345,30,87,2019,8955,350,5,0,0,0
1346,30,87,2020,8836,336,5,0,0,0
1347,30,93,2018,34768,45,10,0,0,0
1348,30,93,2019,34901,47,10,0,0,0
1349,30,93,2020,35180,50,5,0,1,0
1350,30,111,2018,160118,337,0,0,0,0
1351,30,111,2019,161349,364,0,0,0,0
1352,30,111,2020,162990,361,0,0,0,0
1353,31,55,2018,566523,307,58,0,0,0
1354,31,55,2019,570860,335,30,0,0,0
1355,31,55,2020,574332,341,24,0,1,0
1356,31,79,2018,61510,104,6,0,0,0
1357,31,79,2019,61454,92,5,0,0,0
1358,31,79,2020,61028,11,0,0,0,0
1359,31,107,2018,8410,335,27,0,0,0
1360,31,107,2019,8337,348,9,0,0,0
1361,31,107,2020,8304,345,21,0,0,0
1362,31,109,2018,316372,333,32,0,0,0
1363,31,109,2019,318403,343,18,0,0,0
1364,31,109,2020,320650,355,11,0,0,0
1365,31,157,2018,35923,108,8,0,0,0
1366,31,157,2019,35582,110,2,0,0,0
1367,31,157,2020,35299,25,0,0,0,0
1368,31,177,2018,20599,103,13,0,0,0
1369,31,177,2019,20683,107,8,0,0,0
1370,31,177,2020,20901,104,6,0,0,0
1371,32,1,2018,24574,271,66,0,4,0
1372,32,1,2019,25048,335,25,0,0,0
1373,32,1,2020,25363,340,23,0,1,0
1374,32,3,2018,2228970,178,155,0,32,0
1375,32,3,2019,2275884,217,147,0,1,0
1376,32,3,2020,2315963,190,165,0,11,0
1377,32,7,2018,52470,88,61,0,1,0
1378,32,19,2018,55800,315,48,0,2,0
1379,32,19,2019,57499,355,8,0,0,0
1380,32,19,2020,58319,334,16,0,1,0
1381,32,31,2018,464593,266,88,0,11,0
1382,32,31,2019,472381,298,67,0,0,0
1383,32,31,2020,477082,286,69,1,10,0
1384,32,33,2018,9532,278,84,0,0,0
1385,32,33,2019,9478,311,54,0,0,0
1386,32,33,2020,9466,312,49,0,2,0
1387,32,510,2018,55287,289,72,0,3,0
1388,32,510,2019,55894,296,45,0,0,0
1389,32,510,2020,56034,286,37,0,8,0
1390,33,1,2018,61242,230,5,0,0,0
1391,33,1,2019,61398,225,0,0,0,0
1392,33,1,2020,61551,213,2,0,0,0
1393,33,5,2018,75925,349,8,0,0,0
1394,33,5,2019,75880,360,4,0,0,0
1395,33,5,2020,76228,361,4,0,0,0
1396,33,7,2018,31490,194,34,0,1,0
1397,33,7,2019,31421,304,3,0,0,0
1398,33,7,2020,31174,350,16,0,0,0
1399,33,9,2018,90206,359,6,0,0,0
1400,33,9,2019,90369,365,0,0,0,0
1401,33,9,2020,90691,365,1,0,0,0
1402,33,11,2018,414917,344,20,0,0,0
1403,33,11,2019,417738,359,6,0,0,0
1404,33,11,2020,418735,362,4,0,0,0
1405,33,13,2018,150981,358,7,0,0,0
1406,33,13,2019,151606,361,4,0,0,0
1407,33,13,2020,152622,363,3,0,0,0
1408,33,15,2018,308377,340,24,0,1,0
1409,33,15,2019,309647,354,10,0,1,0
1410,33,15,2020,311307,350,16,0,0,0
1411,34,1,2018,263994,344,20,0,1,0
1412,34,1,2019,263653,346,19,0,0,0
1413,34,1,2020,262945,356,9,0,0,0
1414,34,3,2018,932897,285,67,0,13,0
1415,34,3,2019,932256,304,58,0,2,0
1416,34,3,2020,930394,340,23,0,2,0
1417,34,7,2018,506685,307,54,0,4,0
1418,34,7,2019,506503,295,68,0,2,0
1419,34,7,2020,506809,342,24,0,0,0
1420,34,11,2018,150274,349,16,0,0,0
1421,34,11,2019,148995,334,28,0,0,0
1422,34,11,2020,147008,358,8,0,0,0
1423,34,13,2018,800530,314,46,1,2,0
1424,34,13,2019,802162,300,61,0,0,0
1425,34,13,2020,800501,331,34,0,0,0
1426,34,15,2018,291754,231,41,0,5,0
1427,34,15,2019,291842,249,33,0,1,0
1428,34,15,2020,293245,238,22,0,0,0
1429,34,17,2018,672390,274,86,1,4,0
1430,34,17,2019,674030,296,69,0,0,0
1431,34,17,2020,671666,319,47,0,0,0
1432,34,19,2018,125265,308,39,1,1,0
1433,34,19,2019,125201,332,27,0,0,0
1434,34,19,2020,124797,353,11,0,0,0
1435,34,21,2018,368720,300,60,1,4,0
1436,34,21,2019,368047,298,66,0,1,0
1437,34,21,2020,367239,337,28,0,1,0
1438,34,23,2018,825677,314,46,0,5,0
1439,34,23,2019,824394,314,46,0,2,0
1440,34,23,2020,822736,345,20,0,1,0
1441,34,25,2018,620859,223,23,0,0,0
1442,34,25,2019,619687,226,18,0,0,0
1443,34,25,2020,618381,215,13,0,0,0
1444,34,27,2018,493084,326,36,0,3,0
1445,34,27,2019,491577,338,27,0,0,0
1446,34,27,2020,491087,351,15,0,0,0
1447,34,29,2018,601649,303,41,0,4,0
1448,34,29,2019,607498,298,49,0,2,0
1449,34,29,2020,614237,325,20,0,0,0
1450,34,31,2018,503192,238,40,0,2,0
1451,34,31,2019,501838,249,28,0,1,0
1452,34,31,2020,500382,251,14,0,0,0
1453,34,39,2018,556475,287,78,0,0,0
1454,34,39,2019,556664,292,73,0,0,0
1455,34,39,2020,555394,319,47,0,0,0
1456,34,41,2018,105709,326,32,0,1,0
1457,34,41,2019,105455,344,20,0,0,0
1458,34,41,2020,105624,360,6,0,0,0
1459,35,1,2018,677929,219,140,0,6,0
1460,35,1,2019,679425,230,135,0,0,0
1461,35,1,2020,681666,242,122,0,2,0
1462,35,13,2018,217470,199,153,0,13,0
1463,35,13,2019,218864,229,129,0,7,0
1464,35,13,2020,221262,232,124,0,10,0
1465,35,15,2018,57718,226,129,3,7,0
1466,35,15,2019,58394,226,127,1,11,0
1467,35,15,2020,58418,269,91,0,4,0
1468,35,25,2018,69538,263,96,0,6,0
1469,35,25,2019,71123,278,85,0,2,0
1470,35,25,2020,71830,349,17,0,0,0
1471,35,39,2018,38979,261,101,0,3,0
1472,35,39,2019,38883,323,36,0,0,0
1473,35,39,2020,38521,329,36,0,0,0
1474,35,43,2018,145407,249,111,0,2,0
1475,35,43,2019,147045,292,73,0,0,0
1476,35,43,2020,148904,291,69,0,4,0
1477,35,45,2018,125652,239,122,0,4,0
1478,35,45,2019,124027,225,140,0,0,0
1479,35,45,2020,123312,289,77,0,0,0
1480,35,49,2018,150128,286,77,0,2,0
1481,35,49,2019,150951,283,77,0,0,0
1482,35,49,2020,151946,308,57,0,0,0
1483,35,61,2018,76452,251,112,0,0,0
1484,35,61,2019,76953,288,75,0,0,0
1485,35,61,2020,77574,303,61,0,0,0
1486,36,1,2018,306691,336,28,0,1,0
1487,36,1,2019,304752,354,11,0,0,0
1488,36,1,2020,303654,358,8,0,0,0
1489,36,5,2018,1432316,305,55,0,5,0
1490,36,5,2019,1418187,311,53,0,1,0
1491,36,5,2020,1401142,325,40,0,0,0
1492,36,13,2018,127516,316,46,0,1,0
1493,36,13,2019,126636,339,25,0,0,0
1494,36,13,2020,126032,341,23,0,0,0
1495,36,27,2018,293814,347,17,0,1,0
1496,36,27,2019,293934,355,10,0,0,0
1497,36,27,2020,293293,359,7,0,0,0
1498,36,29,2018,919941,319,45,0,1,0
1499,36,29,2019,918813,331,34,0,0,0
1500,36,29,2020,917241,339,26,0,1,0
1501,36,31,2018,37309,332,33,0,0,0
1502,36,31,2019,36987,348,16,0,0,0
1503,36,31,2020,36891,354,10,0,0,0
1504,36,33,2018,50325,346,0,0,0,0
1505,36,33,2019,50102,362,0,0,0,0
1506,36,41,2018,4453,353,9,0,0,0
1507,36,41,2019,4438,331,1,0,0,0
1508,36,41,2020,4345,363,2,0,0,0
1509,36,43,2018,61760,245,8,0,0,0
1510,36,43,2019,61356,226,0,0,0,0
1511,36,47,2018,2580088,102,18,0,0,0
1512,36,47,2019,2562329,102,16,0,0,0
1513,36,47,2020,2538934,62,8,0,0,0
1514,36,55,2018,744239,329,36,0,0,0
1515,36,55,2019,742605,340,25,0,0,0
1516,36,55,2020,740900,345,21,0,0,0
1517,36,59,2018,1357423,365,0,0,0,0
1518,36,59,2019,1356073,365,0,0,0,0
1519,36,59,2020,1351334,366,0,0,0,0
1520,36,61,2018,1632393,305,52,0,8,0
1521,36,61,2019,1632326,324,40,0,1,0
1522,36,61,2020,1611989,336,30,0,0,0
1523,36,63,2018,210300,309,21,0,0,0
1524,36,63,2019,209563,352,10,0,0,0
1525,36,63,2020,208396,348,18,0,0,0
1526,36,67,2018,461890,327,32,0,1,0
1527,36,67,2019,460870,350,14,0,0,0
1528,36,67,2020,459214,356,9,0,0,0
1529,36,71,2018,382411,345,18,0,1,0
1530,36,71,2019,384950,332,12,0,0,0
1531,36,71,2020,385234,332,11,0,0,0
1532,36,75,2018,117520,336,21,0,1,0
1533,36,75,2019,116934,321,4,0,0,0
1534,36,75,2020,116346,360,5,0,0,0
1535,36,79,2018,98871,339,17,0,2,0
1536,36,79,2019,98511,353,12,0,0,0
1537,36,79,2020,98532,356,5,0,0,0
1538,36,81,2018,2275286,295,67,0,3,0
1539,36,81,2019,2253942,309,55,0,1,0
1540,36,81,2020,2225821,317,48,0,1,0
1541,36,85,2018,476531,197,37,0,5,0
1542,36,85,2019,476141,260,34,0,0,0
1543,36,85,2020,475327,266,23,0,0,0
1544,36,87,2018,325656,335,29,1,0,0
1545,36,87,2019,326352,316,17,0,1,0
1546,36,87,2020,326225,353,13,0,0,0
1547,36,89,2018,108534,284,70,0,7,0
1548,36,89,2019,107766,279,80,0,6,0
1549,36,89,2020,107185,299,59,0,8,0
1550,36,91,2018,230127,348,15,0,1,0
1551,36,91,2019,229635,329,3,0,0,0
1552,36,91,2020,230298,319,3,0,0,0
1553,36,99,2018,34277,365,0,0,0,0
1554,36,99,2019,34189,365,0,0,0,0
1555,36,101,2018,95876,342,20,0,0,0
1556,36,101,2019,95328,363,2,0,0,0
1557,36,101,2020,94657,364,2,0,0,0
1558,36,103,2018,1482275,316,41,1,7,0
1559,36,103,2019,1478325,319,41,0,5,0
1560,36,103,2020,1474273,325,38,0,3,0
1561,36,109,2018,102382,334,31,0,0,0
1562,36,109,2019,101971,361,4,0,0,0
1563,36,109,2020,101058,363,3,0,0,0
1564,36,117,2018,90110,219,25,0,1,0
1565,36,117,2019,89816,264,12,0,0,0
1566,36,117,2020,89339,318,17,0,0,0
1567,36,119,2018,968928,321,35,1,5,0
1568,36,119,2019,968467,304,28,0,0,0
1569,36,119,2020,965802,312,22,0,0,0
1570,37,3,2018,37272,206,30,0,0,0
1571,37,3,2019,37417,217,29,0,0,0
1572,37,3,2020,37441,245,1,0,0,0
1573,37,11,2018,17509,331,23,0,0,0
1574,37,11,2019,17496,346,19,0,0,0
1575,37,11,2020,17571,356,10,0,0,0
1576,37,13,2018,47127,301,0,0,0,0
1577,37,13,2019,47096,359,0,0,0,0
1578,37,13,2020,47073,357,0,0,0,0
1579,37,19,2018,137071,312,21,0,1,0
1580,37,19,2019,142987,330,26,0,1,0
1581,37,19,2020,149039,339,14,0,0,0
1582,37,21,2018,259726,325,21,0,0,0
1583,37,21,2019,262049,347,17,0,0,0
1584,37,21,2020,263477,310,2,0,0,0
1585,37,27,2018,82116,217,29,0,0,0
1586,37,27,2019,82275,281,25,0,0,0
1587,37,27,2020,82100,304,0,0,0,0
1588,37,31,2018,69547,209,16,0,0,0
1589,37,31,2019,69513,244,18,0,0,0
1590,37,31,2020,69558,364,2,0,0,0
1591,37,33,2018,22691,204,30,0,0,0
1592,37,33,2019,22590,241,5,0,0,0
1593,37,33,2020,22443,243,1,0,0,0
1594,37,35,2018,158521,56,3,0,0,0
1595,37,35,2019,159363,21,2,0,0,0
1596,37,51,2018,334495,267,34,0,0,0
1597,37,51,2019,336524,269,43,0,0,0
1598,37,51,2020,336364,242,3,0,0,0
1599,37,57,2018,166726,81,5,0,0,0
1600,37,57,2019,168238,48,5,0,0,0
1601,37,57,2020,169234,54,3,0,0,0
1602,37,63,2018,317478,324,31,0,0,0
1603,37,63,2019,322969,328,36,0,0,0
1604,37,63,2020,327306,360,5,0,0,0
1605,37,65,2018,52015,214,21,0,0,0
1606,37,65,2019,51429,227,17,0,0,0
1607,37,65,2020,50829,234,0,0,0,0
1608,37,67,2018,379196,301,64,0,0,0
1609,37,67,2019,382118,309,56,0,0,0
1610,37,67,2020,383843,341,25,0,0,0
1611,37,75,2018,8490,191,29,0,0,0
1612,37,75,2019,8470,208,39,0,0,0
1613,37,75,2020,8474,235,9,0,0,0
1614,37,77,2018,60100,205,33,0,0,0
1615,37,77,2019,60358,199,41,0,0,0
1616,37,77,2020,60486,239,0,0,0,0
1617,37,81,2018,533244,183,50,0,0,0
1618,37,81,2019,537872,191,50,0,0,0
1619,37,81,2020,540521,239,7,0,0,0
1620,37,87,2018,62170,263,73,5,22,0
1621,37,87,2019,62510,317,47,0,1,0
1622,37,87,2020,62972,345,21,0,0,0
1623,37,99,2018,43540,207,35,0,0,0
1624,37,99,2019,43736,100,3,0,0,0
1625,37,99,2020,44033,109,4,0,0,0
1626,37,101,2018,203031,208,28,0,0,0
1627,37,101,2019,209786,221,24,0,0,0
1628,37,101,2020,216246,234,2,0,0,0
1629,37,105,2018,61219,190,22,0,0,0
1630,37,107,2018,56050,207,20,0,0,0
1631,37,107,2019,56074,212,27,0,0,0
1632,37,107,2020,55720,237,4,0,0,0
1633,37,109,2018,84334,206,31,0,0,0
1634,37,109,2019,86627,190,55,0,0,0
1635,37,109,2020,88097,244,2,0,0,0
1636,37,113,2018,35226,345,14,0,0,0
1637,37,113,2019,35729,351,11,0,0,0
1638,37,113,2020,35994,364,1,0,0,0
1639,37,117,2018,22696,208,24,0,0,0
1640,37,117,2019,22451,211,28,0,0,0
1641,37,117,2020,22178,242,0,0,0,0
1642,37,119,2018,1095911,292,68,0,0,0
1643,37,119,2019,1113283,287,74,0,4,0
1644,37,119,2020,1128945,340,25,0,1,0
1645,37,123,2018,27104,331,15,0,0,0
1646,37,123,2019,27209,347,13,0,0,0
1647,37,123,2020,27238,363,0,0,0,0
1648,37,129,2018,232566,197,16,0,0,0
1649,37,129,2019,234275,216,19,0,0,0
1650,37,129,2020,236613,240,2,0,0,0
1651,37,131,2019,19498,145,0,0,0,0
1652,37,131,2020,19088,357,0,0,0,0
1653,37,145,2018,39533,332,28,0,0,0
1654,37,145,2019,39621,327,36,0,0,0
1655,37,145,2020,39925,361,5,0,0,0
1656,37,147,2018,179673,244,27,0,0,0
1657,37,147,2019,181257,234,24,0,0,0
1658,37,147,2020,182924,241,2,0,0,0
1659,37,157,2018,90680,257,36,0,0,0
1660,37,157,2019,91118,214,32,0,0,0
1661,37,157,2020,91285,306,1,0,0,0
1662,37,159,2018,140870,327,13,0,0,0
1663,37,159,2019,141818,311,51,0,0,0
1664,37,159,2020,142495,355,10,0,0,0
1665,37,173,2018,14259,231,16,0,0,0
1666,37,173,2019,14312,232,14,0,0,0
1667,37,173,2020,14179,246,2,0,0,0
1668,37,179,2018,236217,152,39,0,1,0
1669,37,179,2019,240028,181,55,0,0,0
1670,37,179,2020,244562,243,0,0,0,0
1671,37,183,2018,1092202,323,38,0,0,0
1672,37,183,2019,1112795,317,48,0,0,0
1673,37,183,2020,1132271,358,7,0,0,0
1674,37,199,2018,17893,204,35,0,0,0
1675,37,199,2019,18059,214,33,0,0,0
1676,37,199,2020,18099,224,23,0,0,0
1677,38,7,2018,923,329,26,0,0,0
1678,38,7,2019,937,357,8,0,0,0
1679,38,7,2020,890,365,1,0,0,0
1680,38,13,2018,2100,343,22,0,0,0
1681,38,13,2019,2131,335,5,0,0,0
1682,38,13,2020,2118,360,1,0,0,0
1683,38,15,2018,95530,347,17,0,1,0
1684,38,15,2019,95816,348,16,0,0,0
1685,38,15,2020,96212,363,3,0,0,0
1686,38,17,2018,180861,349,16,0,0,0
1687,38,17,2019,182238,350,14,0,0,0
1688,38,17,2020,183904,362,4,0,0,0
1689,38,25,2018,4302,321,20,0,0,0
1690,38,25,2019,4412,353,12,0,0,0
1691,38,25,2020,4465,365,1,0,0,0
1692,38,53,2018,13581,339,23,0,0,0
1693,38,53,2019,15038,352,9,0,0,0
1694,38,53,2020,15242,364,1,0,0,0
1695,38,57,2018,8291,342,23,0,0,0
1696,38,57,2019,8228,352,12,0,0,0
1697,38,57,2020,8174,360,2,0,0,0
1698,38,65,2018,1950,340,25,0,0,0
1699,38,65,2019,1951,349,16,0,0,0
1700,38,65,2020,1926,363,3,0,0,0
1701,38,101,2018,68504,358,7,0,0,0
1702,38,101,2019,68449,351,14,0,0,0
1703,38,101,2020,68466,366,0,0,0,0
1704,38,105,2018,35698,321,18,0,0,0
1705,38,105,2019,37897,351,8,0,0,0
1706,39,3,2018,102747,323,36,0,4,0
1707,39,3,2019,102450,329,36,0,0,0
1708,39,3,2020,101980,331,28,0,0,0
1709,39,7,2018,97536,331,32,0,2,0
1710,39,7,2019,97088,339,21,0,1,0
1711,39,7,2020,96513,351,14,0,0,0
1712,39,9,2018,65673,88,6,0,0,0
1713,39,9,2019,65582,116,4,0,0,0
1714,39,9,2020,65481,83,3,0,0,0
1715,39,13,2018,67492,351,13,0,0,0
1716,39,13,2019,66979,349,15,0,0,0
1717,39,13,2020,65932,360,6,0,0,0
1718,39,17,2018,382114,276,84,0,5,0
1719,39,17,2019,383603,234,109,0,22,0
1720,39,17,2020,385648,291,68,0,7,0
1721,39,23,2018,134697,317,46,0,2,0
1722,39,23,2019,134315,310,54,0,0,0
1723,39,23,2020,133593,287,32,0,0,0
1724,39,25,2018,205803,202,44,0,0,0
1725,39,25,2019,206851,198,46,0,1,0
1726,39,25,2020,207449,222,24,0,0,0
1727,39,27,2018,42119,207,38,0,1,0
1728,39,27,2019,42002,211,35,0,0,0
1729,39,27,2020,41921,209,23,0,0,0
1730,39,29,2018,102534,319,1,0,0,0
1731,39,29,2019,101794,356,0,0,0,0
1732,39,29,2020,101118,365,0,0,0,0
1733,39,35,2018,1241788,276,84,0,5,0
1734,39,35,2019,1235574,283,82,0,0,0
1735,39,35,2020,1227883,295,65,0,6,0
1736,39,41,2018,205347,219,27,0,0,0
1737,39,41,2019,209768,225,19,0,0,0
1738,39,41,2020,213554,230,16,0,0,0
1739,39,47,2018,28614,340,25,0,0,0
1740,39,47,2019,28486,343,19,0,0,0
1741,39,47,2020,28579,322,21,0,0,0
1742,39,49,2018,1308599,298,66,0,1,0
1743,39,49,2019,1318766,299,66,0,0,0
1744,39,49,2020,1324624,324,42,0,0,0
1745,39,53,2018,29956,353,11,0,1,0
1746,39,53,2019,29850,339,24,0,2,0
1747,39,53,2020,29802,342,22,0,2,0
1748,39,55,2018,93770,201,44,0,1,0
1749,39,55,2019,93494,200,32,0,1,0
1750,39,55,2020,93271,217,29,0,0,0
1751,39,57,2018,167643,243,41,0,1,0
1752,39,57,2019,169354,218,26,0,0,0
1753,39,57,2020,170122,223,23,0,0,0
1754,39,59,2020,38779,21,0,0,0,0
1755,39,61,2018,815853,281,78,0,6,0
1756,39,61,2019,818653,282,80,0,3,0
1757,39,61,2020,817985,310,52,0,4,0
1758,39,63,2020,75407,9,0,0,0,0
1759,39,67,2018,15151,124,0,0,0,0
1760,39,67,2019,15053,280,0,0,0,0
1761,39,67,2020,15014,293,0,0,0,0
1762,39,81,2018,65889,307,58,0,0,0
1763,39,81,2019,65494,331,34,0,0,0
1764,39,81,2020,64939,324,41,0,1,0
1765,39,83,2018,61921,212,33,0,1,0
1766,39,83,2019,62239,223,23,0,0,0
1767,39,83,2020,62423,230,16,0,0,0
1768,39,85,2018,229856,304,54,0,7,0
1769,39,85,2019,229739,326,37,0,2,0
1770,39,85,2020,229569,327,32,0,7,0
1771,39,87,2018,59864,334,30,0,1,0
1772,39,87,2019,59556,335,21,0,0,0
1773,39,87,2020,59091,348,17,0,0,0
1774,39,89,2018,175816,218,28,0,0,0
1775,39,89,2019,177174,227,19,0,0,0
1776,39,89,2020,178100,236,10,0,0,0
1777,39,93,2018,309222,245,41,0,0,0
1778,39,93,2019,310100,262,23,0,0,0
1779,39,93,2020,312172,254,16,0,1,0
1780,39,95,2018,429990,295,61,0,9,0
1781,39,95,2019,428888,312,52,0,1,0
1782,39,95,2020,428294,310,44,0,6,0
1783,39,97,2018,44393,214,32,0,0,0
1784,39,97,2019,44812,215,31,0,0,0
1785,39,97,2020,44559,225,21,0,0,0
1786,39,99,2018,228975,328,35,0,0,0
1787,39,99,2019,227510,326,35,0,0,0
1788,39,99,2020,226075,339,25,0,1,0
1789,39,103,2018,179205,242,37,0,0,0
1790,39,103,2019,180121,256,11,0,0,0
1791,39,103,2020,180912,227,21,0,0,0
1792,39,109,2018,106091,211,34,0,1,0
1793,39,109,2019,106995,232,10,0,0,0
1794,39,109,2020,107516,222,10,0,0,0
1795,39,113,2018,531954,306,53,0,3,0
1796,39,113,2019,532139,270,52,0,0,0
1797,39,113,2020,531610,242,35,0,1,0
1798,39,121,2018,14368,321,19,0,0,0
1799,39,121,2019,14451,342,17,0,0,0
1800,39,121,2020,14364,345,13,0,0,0
1801,39,133,2018,162367,241,42,0,0,0
1802,39,133,2019,162426,261,19,0,0,0
1803,39,133,2020,162583,234,31,0,0,0
1804,39,135,2018,41023,323,39,0,1,0
1805,39,135,2019,40848,319,42,0,0,0
1806,39,135,2020,40836,341,24,0,0,0
1807,39,145,2018,75338,354,11,0,0,0
1808,39,145,2019,75051,345,19,0,1,0
1809,39,145,2020,74347,360,6,0,0,0
1810,39,151,2018,371410,301,64,0,0,0
1811,39,151,2019,370723,255,66,0,0,0
1812,39,151,2020,369772,238,42,0,1,0
1813,39,153,2018,541451,314,51,0,0,0
1814,39,153,2019,540814,321,43,0,1,0
1815,39,153,2020,538866,334,31,0,0,0
1816,39,155,2018,198574,230,56,0,0,0
1817,39,155,2019,198069,244,41,0,0,0
1818,39,155,2020,196800,258,24,0,0,0
1819,39,165,2018,232539,194,43,0,4,0
1820,39,165,2019,235601,197,40,0,2,0
1821,39,165,2020,238412,203,41,0,2,0
1822,39,167,2018,60183,219,27,0,0,0
1823,39,167,2019,60018,228,18,0,0,0
1824,39,167,2020,59652,238,8,0,0,0
1825,39,173,2018,130627,217,27,0,2,0
1826,39,173,2019,131089,231,15,0,0,0
1827,39,173,2020,131113,220,10,0,0,0
1828,40,1,2018,22251,327,26,0,0,0
1829,40,1,2019,22224,346,10,0,0,0
1830,40,1,2020,21955,327,0,0,0,0
1831,40,13,2018,47290,264,39,0,1,0
1832,40,17,2018,144570,309,51,0,4,0
1833,40,17,2019,148635,319,39,0,0,0
1834,40,17,2020,153192,340,22,0,0,0
1835,40,19,2019,48328,234,39,0,0,0
1836,40,19,2020,48353,267,28,0,0,0
1837,40,23,2018,14666,262,14,0,0,0
1838,40,23,2019,14642,248,11,0,0,0
1839,40,27,2018,281559,308,52,0,2,0
1840,40,27,2019,284537,310,43,0,0,0
1841,40,27,2020,287066,279,23,0,0,0
1842,40,31,2018,121001,307,48,0,3,0
1843,40,31,2019,121224,286,45,0,0,0
1844,40,31,2020,121099,284,26,0,0,0
1845,40,37,2018,71693,316,30,0,1,0
1846,40,37,2019,71362,340,23,0,0,0
1847,40,37,2020,71485,354,12,0,0,0
1848,40,43,2018,4930,278,67,0,3,0
1849,40,43,2019,4896,305,30,0,0,0
1850,40,43,2020,4815,278,29,0,0,0
1851,40,67,2018,6088,213,53,0,4,0
1852,40,69,2019,11055,132,10,0,0,0
1853,40,69,2020,10824,274,18,0,0,0
1854,40,71,2018,44047,346,19,0,0,0
1855,40,71,2019,43668,352,13,0,0,0
1856,40,71,2020,43274,349,4,0,0,0
1857,40,85,2018,10109,215,53,0,5,0
1858,40,87,2018,39855,274,47,0,1,0
1859,40,97,2018,41173,233,31,0,1,0
1860,40,97,2019,41136,293,8,0,0,0
1861,40,97,2020,41152,264,0,0,0,0
1862,40,105,2018,10289,306,31,0,0,0
1863,40,105,2019,10123,343,21,0,1,0
1864,40,109,2018,790926,294,68,0,3,0
1865,40,109,2019,797563,298,66,0,1,0
1866,40,109,2020,804041,311,54,0,1,0
1867,40,113,2018,47074,309,49,0,3,0
1868,40,113,2019,46942,321,35,0,0,0
1869,40,113,2020,46642,334,22,0,0,0
1870,40,115,2018,31332,295,16,0,0,0
1871,40,115,2019,31180,153,3,0,0,0
1872,40,115,2020,30879,226,1,0,0,0
1873,40,121,2018,43842,316,37,0,0,0
1874,40,121,2019,43673,336,29,0,0,0
1875,40,121,2020,43679,356,10,0,0,0
1876,40,135,2018,41651,275,17,0,0,0
1877,40,135,2019,41599,271,9,0,0,0
1878,40,135,2020,41538,286,2,0,0,0
1879,40,143,2018,648496,296,66,1,2,0
1880,40,143,2019,652166,319,46,0,0,0
